NAME	adipose.stem.cells	B.cells	CD4..T.cells	CD8..T.cells	chondrocytes	endothelial.cells	eosinophils	erythroblasts	fibroblasts	keratinocytes	macrophages	mesenchymal.stromal.cells	monocytes	myeloid.dendritic.cells	neutrophils	NK.cells	osteoblasts	pc.adipocytes	plasmacytoid.dendritic.cells	platelets	sc.adipocytes	smooth.muscle.cells
CCL5	28.48288562	70.68330264	1704.205817	6140.646221	30.60944922	22.30907984	16.48328468	21.70905378	22.95868548	35.72833122	174.5354818	24.44152713	147.2285674	509.6813889	74.86305787	9238.198685	23.92678096	124.467637	38.25145277	11887.70867	72.42807549	38.50634331
GIMAP1	20.19564437	40.23847635	2188.568678	2008.655905	14.03077713	649.1773233	20.94005872	20.80879787	17.6316034	17.69166448	233.1409015	15.10190302	1419.726246	125.0517121	32.22116728	2041.925893	12.78702969	2721.808611	26.274361	757.6436142	3238.980757	17.17164957
PRSS33	88.88795869	172.4932818	238.4623676	316.4620277	133.827562	105.1948573	16872.4692	276.6750334	107.2366689	65.83390807	155.3627583	93.48093443	139.8527269	205.1456593	611.42807	148.9585767	101.003158	52.64114962	151.2957103	134.2675789	57.24518356	113.7941003
GAPT	14.20391456	1973.162419	136.4921336	39.58311202	13.0179725	14.116819	4854.504177	16.48334593	13.20380154	13.76414075	19.15389521	14.52439973	1080.486473	371.5367569	1195.596454	15.30750809	12.90158945	28.93208538	2486.515453	706.3038163	18.99933296	13.34698339
CLEC12A	19.80428959	36.30541791	303.1941045	40.80040437	22.07663693	18.07255528	3356.229	25.88008516	31.99152305	18.38296926	696.2295671	19.10105252	3204.325398	1190.761242	913.64175	65.46365863	16.48265638	151.7000858	184.7255762	147.2285674	162.5679392	22.51210109
SCGB1C1	21.14188942	21.34037049	20.05139045	23.69439483	28.71304096	23.89398491	17.79383321	26.79565096	26.18742447	23.69832424	29.90549949	22.2896959	24.7027796	26.18742447	23.41911824	21.04600537	24.28750383	22.13937292	24.41458138	1671.804049	22.61467865	29.06628044
IRF6	21.09381232	21.55294067	19.36289044	22.5444777	29.16306713	161.215532	26.71853392	43.96750167	30.6072071	4905.168458	23.58258413	22.15446679	20.37380068	25.2121735	31.92747829	41.43011044	17.99880396	21.34037049	23.97820751	19.85141607	22.41641102	31.5964807
SLAMF6	57.57924814	1232.63691	417.4026828	2651.105743	72.70863187	58.06380494	358.1937886	273.8379026	44.97987581	56.6369001	186.067107	46.73265668	150.1269257	61.64028345	187.2054868	1354.784798	92.55863781	40.49554302	71.67137996	134.2660523	39.13764136	53.87091171
KCNE4	491.0135097	46.61565069	30.49540272	44.7142176	463.5089721	36.91238898	46.40289628	66.71180172	49.41447224	36.45320247	28.51758413	120.9063962	34.77002759	47.52162077	64.56213654	29.78909891	1404.325263	37.51047524	32.56363125	22.61251458	35.94799179	1269.381586
CD300LG	45.6099715	62.39148236	52.22251489	50.3132444	44.35563471	40.34630696	90.93536411	79.62275191	26.07119521	44.00197938	49.57387216	36.59980112	49.7530742	57.89859946	57.89618788	73.25495994	52.12941036	3928.442744	57.64455215	58.59297384	4176.941776	44.42570098
TAGAP	37.62773267	565.985817	676.4157653	405.6256418	33.26631745	42.69263525	254.2156259	66.28672435	43.97214762	42.90392857	107.2366689	41.47341521	284.0459183	81.0949148	1730.645156	306.764422	33.25031053	62.42743644	159.1912999	69.50052969	55.60617444	43.40033287
CLEC4C	19.11997916	32.01254666	97.30958167	20.85060862	16.67146446	19.15255485	62.17581558	19.38325736	15.11235356	18.45960424	19.80428959	20.64822845	25.01455061	126.1487412	129.7982912	23.7772317	18.24904766	24.69961011	4358.87918	25.19394261	23.28648823	20.98137309
NLRC4	33.25031053	80.94100791	116.4546858	42.70247734	32.68202712	34.68535282	59.73900827	41.62193635	32.46472926	37.37649755	946.4690073	37.29040627	1270.687099	501.6229818	536.0754138	38.1356352	31.70415055	62.56769674	44.63938161	110.6512521	57.11901805	35.09023508
ANLN	117.1037786	21.81503745	19.41209881	26.34359474	215.7473959	1311.962399	14.944773	2381.047721	406.1634832	45.17742328	31.85701387	287.5646643	24.13005517	22.94301073	23.52498578	20.55075055	69.9270847	19.57129566	21.83182069	22.34344835	19.6559301	653.7460104
ARL11	9.119344559	107.1610369	24.61612885	19.75216653	10.51551356	9.534005802	116.6619695	9.318044159	9.645196844	10.40037148	289.0124108	9.590555192	328.7177972	45.23886324	444.0050308	12.72127138	8.665101699	10.45605103	91.74930749	9.493491474	9.412105257	9.452798365
KCNH8	16.93355314	389.9201522	22.27254392	27.90859499	20.09578706	23.06250097	30.76013131	27.63105128	18.55120389	18.51646091	20.94894626	15.79768175	21.35446953	14.63724827	25.12626236	17.40211534	17.6316034	16.91730831	517.0608372	57.75083456	17.1744306	16.83088949
CLEC4D	23.71099904	40.33182851	72.60801309	34.78300197	28.62655839	35.35279887	27.6119453	45.20970059	28.0589433	26.06777198	54.93006142	27.80158938	736.3580302	26.49859569	911.9364742	30.81750185	26.2367545	30.26850468	26.20416903	34.79608528	30.17682823	32.29974462
SIGLEC10	43.57315389	439.9332592	134.0648216	68.9104821	48.6136242	63.07824853	4204.523373	130.2610179	52.40250959	43.37921762	90.36416505	55.3898275	489.7600586	463.4624909	879.9670354	57.72985479	49.68835617	37.84162617	76.96420787	61.85052448	41.85955166	67.9030915
CFAP161	13.8166526	16.04682178	16.36207211	19.57129566	20.20318736	15.00281312	13.62886587	30.12870951	15.28412633	15.66629473	21.76515804	15.40958264	17.75831334	13.12153744	24.84118478	14.8402688	16.50119696	15.24736076	18.37976492	633.7491782	18.71893151	15.13603188
CD300LF	36.09452444	94.98600997	529.7994342	115.6911743	43.41437322	34.29605049	5675.736077	72.46965447	40.25971348	35.29064263	2754.029713	39.84393124	3305.475329	1486.425935	2022.405782	62.40021784	47.60004093	71.67137996	205.3649783	86.13916634	83.68297974	50.57391435
TC2N	21.76515804	43.1547689	871.1317207	1227.28604	14.77421618	25.20667272	103.5259302	31.99975836	23.30041617	379.6903508	23.99440052	13.75858922	32.3627684	35.6519356	66.74263298	493.7865579	20.38178885	67.5898488	33.75343359	1198.046677	47.7085627	18.3230225
ANKLE1	28.62556518	55.83877938	46.2160104	58.90038593	26.56724186	36.20613116	70.40839645	2485.972095	39.042247	29.02371199	38.67689667	36.26248064	65.30308854	79.23402975	42.16619271	35.02337287	29.50950226	32.60312844	58.93264223	38.04519724	34.63241069	36.78208201
ATP6V0D2	21.12651185	22.74802459	24.47400566	21.48518941	19.75353749	19.54840909	29.40632112	21.43329812	16.34404712	34.51343107	646.0250187	25.81071905	22.65423887	23.30041617	26.08170209	22.02537024	18.14850974	20.78692963	22.2755442	18.72523405	21.8002486	18.9939298
SH2D1B	17.10286041	31.4361094	38.00715308	31.10083989	20.14182253	23.24239974	24.55707798	21.97090419	20.93390294	19.71887035	21.88194525	21.27510449	32.14634564	26.39809568	23.29757504	2655.596683	19.57129566	17.11902614	23.45278897	21.1208879	19.90454767	17.87485884
FCRL3	18.49544013	723.1051021	38.09430829	90.85901007	27.58350512	34.64897095	17.17065438	24.899165	24.68140221	19.89289143	28.94982328	24.38183032	31.98966588	20.16166668	24.85734689	414.7019185	26.17102951	18.81781751	26.83033366	30.85498794	18.9490431	26.93752083
CSF3R	119.487622	262.3963457	684.7980881	279.0073852	184.1289542	203.3399256	565.5079781	262.8401187	157.3134416	116.6634025	1391.243978	150.350628	3179.557082	605.1452796	10494.69111	180.4584583	151.8257879	139.9079415	263.0098628	294.6852314	173.0112941	196.36695
GPR82	24.95103292	35.92783033	25.78984687	27.60504409	28.5028388	34.34257631	879.4433339	21.06897687	25.15737043	27.10519947	53.51956893	24.7646235	43.6835143	32.56363125	38.76946859	76.0419999	24.66400966	23.45278897	42.6533348	28.86340937	22.71446053	30.14349275
FAM129C	55.47293609	2278.072297	80.54778491	68.04115721	67.69054968	64.2319659	71.23907789	60.99723271	58.70358218	59.23113196	63.01659153	58.41694381	71.26650494	76.34339819	71.92173166	56.028853	60.05172078	77.86143834	2290.834179	140.4114556	58.12181004	83.47387398
SLFN13	16.22214082	16.72892269	25.25024007	22.29172231	14.9861071	16.59400143	75.48402851	133.6922103	15.72397027	16.5515403	16.83080443	13.83820432	15.28888227	16.91730831	18.62660136	574.9941723	15.3769198	12.35998269	23.18860297	12.55899615	13.33106837	14.27137517
VNN3	14.89430602	13.98899803	17.14275325	14.46985258	23.73726851	21.37432599	24.89822872	13.72642942	17.26403643	21.04594769	15.02323442	18.41705997	24.84423063	21.19099678	659.1463366	17.07760502	15.53577365	13.20380154	14.9306046	15.13585245	15.51947613	19.15417013
EFCAB13	26.568689	125.3404346	35.36786652	35.1674543	29.3724513	22.34678123	29.86097633	22.6342356	17.68217362	22.00174181	29.90549949	19.75359137	25.27275452	32.19624222	22.76429931	30.6808793	23.90878044	20.96231287	18.66820099	1574.599562	22.87863382	26.32569221
PRF1	96.23312253	428.8463136	614.5370827	3738.069512	172.0039232	144.9453202	367.108227	262.638921	95.86852116	131.6426862	158.4577397	130.8471773	253.6271998	233.9156448	323.4356788	11541.06898	132.9086575	220.6062445	186.2485122	326.3832452	203.6538878	165.110022
HTRA4	50.54540519	105.5592224	37.5351954	42.55515631	22.17402571	44.62364292	39.30267728	30.56382971	29.68800278	23.07454748	1368.841407	26.35390022	33.89857668	29.66638302	28.1214439	54.5225846	23.76190116	19.47832699	47.88415102	64.07052586	21.78129144	32.35890231
ADGRG3	24.49684572	31.00975217	25.35730763	30.30335813	28.44153512	33.0827795	663.9579593	46.77120274	24.5966589	25.65936622	27.52133147	28.53246258	28.79054854	27.41589443	921.7743743	42.11231599	26.07119521	29.64754193	26.62219947	20.02648702	27.15280208	26.90121884
C11orf45	40.63527557	32.99088538	28.84107253	32.73578321	32.69875091	33.04406741	27.22783512	41.57626641	83.41960587	57.56458132	1082.216964	40.01423017	34.45812397	29.94268576	28.64795857	28.54241076	52.34094257	40.4726908	32.13544095	32.55284804	48.54018738	45.27730135
BEND2	21.32533702	25.97955016	26.40977895	28.51758413	22.13976819	31.52324841	21.99463209	42.99166494	23.05728552	27.07514287	24.39820397	23.38512086	32.44595224	34.02375687	42.11109588	29.62241775	21.30936947	23.3821838	33.75343359	3320.304707	22.08655912	25.03077038
P2RY10	27.76820119	1880.683738	666.0715782	1034.403317	29.59577031	33.49720684	1430.42204	54.45446989	28.01976507	43.15195413	42.70247734	26.68945412	69.73187823	200.6793884	557.1503941	258.9045563	28.23993857	40.82364614	104.5591527	121.6183246	33.25031053	35.08172126
NT5E	985.6236065	349.1428984	40.03582552	152.3394442	944.1359042	1215.393313	30.12690716	34.70975263	1802.091836	59.53830442	43.08124388	1845.435836	35.56888057	36.48635523	34.67328847	35.83660186	503.2219353	64.41081923	40.2167968	44.94488074	81.25935199	2896.008812
GPNMB	196.7517471	11.18598581	9.17166381	10.32983184	148.6622522	13.75956628	11.90427607	12.30211902	667.985511	1172.12691	2247.99688	253.7067178	13.47900212	10.14371415	10.03050194	9.059625488	56.92352469	117.3795168	10.14371415	9.575810445	170.9937756	23.87699925
SSH2	23.43585609	67.510315	59.23781119	51.91981757	29.51778976	26.09114212	764.2975418	25.72608732	30.6072071	33.85280796	37.66928692	23.61270317	164.0416292	36.32896167	1018.493121	111.2148631	21.93003043	28.34818481	55.17839686	40.88347844	27.08621172	26.39817659
ITGAL	24.49684572	1003.044477	4101.505934	5216.225085	26.58293056	31.69315831	2533.656317	64.17794778	21.12651185	31.10453595	963.9589253	25.58219855	3606.193618	2110.327552	1821.333204	8604.528249	26.60644686	67.13301565	1682.301947	143.5125249	46.91235728	28.74089291
HAVCR2	49.07951357	143.348184	139.3332651	184.9162359	41.86507347	56.69954233	114.8919799	179.1696553	52.34094257	52.66755603	1750.039393	38.22246921	697.4407363	339.8821576	93.07452262	950.3089188	60.47425291	53.51956893	82.42639018	64.56150873	59.09123422	57.60272053
ITPKB	24.01127699	73.79042304	218.8839935	66.90836695	18.15168754	26.91655867	1008.827424	65.20081488	23.1054695	32.02293424	51.25550456	27.81023109	52.83178167	46.94166588	164.7257577	195.2454349	26.70571642	38.58419715	48.85226799	41.56655697	39.72637063	22.76308881
STAP1	15.62524897	1763.204939	82.10488256	62.02720956	15.71155045	17.18058645	161.7143243	29.3649451	17.96470643	20.11063496	21.81503745	19.07520169	33.25278585	19.60487325	43.87843094	201.2923082	17.1744306	17.00027771	64.52156786	56.51101931	17.26403643	20.33616063
CLEC7A	61.06853061	78.2497519	615.3560482	106.6616154	58.35851591	64.29916548	164.2827735	165.9041848	42.95706032	125.6453982	1483.167264	47.70549927	3135.508182	1034.403317	3084.084311	66.5345402	59.61014405	183.9925041	100.1977195	57.42567094	157.4357046	59.12926633
MOXD1	1090.98314	128.0370915	50.47611308	53.9408029	529.8957598	65.2520538	94.99233092	40.95603492	3407.502285	135.8641927	45.82069703	413.7358534	50.2034013	64.67526008	61.2184234	45.05155192	265.2810428	67.25312751	294.7205623	73.73433917	69.19027252	225.0948373
TMEM37	65.78160981	44.47967988	40.49351223	45.18513469	41.73183902	169.893226	41.30091148	73.55305567	57.44480947	38.89606984	80.83540747	125.7431515	44.93111363	42.75215467	54.09504812	47.5871617	58.60098277	2479.733809	50.11434991	39.23133895	3584.367089	46.76711643
PIK3AP1	13.75444956	254.8060589	35.59037666	30.28596742	14.32109326	20.94172952	60.54162415	86.4718804	18.31559984	17.25322398	905.1687417	15.49831202	253.4956071	61.27925353	432.1631619	296.5323009	15.05852629	16.4300214	249.114758	23.05438992	16.00868661	15.81268635
DCAF5	18.29941574	16.51786863	16.92102422	14.42944185	24.97701664	15.67718887	22.31176019	19.51931051	17.20953031	37.59134676	19.1359255	19.69490017	17.43756221	17.93339895	21.3100438	19.11607672	32.89056863	21.06301551	17.00027771	669.0908276	22.69753796	18.90946229
SIRPB1	17.53260987	27.94638769	83.59106631	38.33739028	18.68345735	14.43887534	181.1720331	31.6268262	18.13050014	18.16578845	377.9422154	19.08336554	444.1704913	79.65703435	2014.663598	23.17151333	18.90072099	18.91691419	166.292723	32.48508037	16.25589457	21.41571226
ZFYVE16	44.50452817	33.60514932	41.57615648	34.14600219	53.41321379	49.48021814	50.85153563	34.78282061	45.40904444	30.26027159	635.0764264	27.25292818	115.9303047	126.3301578	264.9296342	76.69650253	29.58711061	21.37563351	111.8426427	28.24465164	20.17897261	30.41505768
SRGN	16.58690719	30.74075669	189.3740026	112.0861618	20.97010647	33.98607177	2961.725481	32.41346113	16.46502679	24.53927981	38.69999324	17.72373109	464.408532	122.8124298	1871.591093	426.0660014	22.22785973	21.35806033	98.10495441	21.53703623	21.30936947	22.88652721
FGF7P6	2721.808611	63.87081299	69.27110355	52.01309238	1099.797612	24.14954172	90.07853183	24.47764954	1603.4371	172.3478927	36.19987975	2194.995925	32.93904385	35.18952281	31.86797109	88.97740321	4126.087056	62.24124834	29.3592513	28.77784372	58.73894153	35.6082295
CASS4	18.06402009	22.63117794	50.22715142	61.67466205	16.93279838	19.71622462	210.0434344	27.36572732	14.9306046	18.67035664	31.6639686	16.56137484	47.31310619	98.10495441	800.7807202	53.81362056	16.1011651	16.65783602	78.88858395	25.03815225	17.28280795	15.852357
ASTN2	14.81977264	30.15960326	47.40752717	20.31502681	15.17578865	15.77165008	419.3944895	16.55212822	13.79751931	15.57815002	14.71249572	13.55383449	18.29787931	22.21030249	18.67479539	27.91033496	14.87724328	17.05234964	19.70209433	14.56099283	15.57075653	14.15762997
TMEM135	12.18745358	29.54700044	41.25559995	23.76190116	15.70105351	18.85662089	408.0673957	19.63305189	12.5936446	13.23668228	12.9258555	13.45924888	14.82983541	17.26403643	20.05082682	25.41192772	13.5793725	12.28886348	17.91625364	13.06761923	12.18745358	12.47180681
FCER1G	25.77643622	39.84185234	2781.199946	413.3492618	25.02823839	30.38763894	286.6552914	30.83641721	27.23012723	25.03759374	5883.382201	27.55503547	7539.46722	3824.882536	2451.061375	4810.424532	27.90859499	160.0432023	4192.971263	221.3216047	144.3823465	23.42632394
PTGS2	37.12442141	17.06917534	23.49558572	17.99880396	89.60469516	39.82966881	62.54954255	16.42112161	42.6754283	65.93738589	16.93355314	28.34914608	74.59833881	30.58955238	2360.336207	17.11094327	26.60644686	35.06062854	17.03479233	13.44566589	26.01751263	330.6510542
PTGFR	369.9335219	21.27466687	20.66693628	22.07232403	1607.744702	30.12123463	19.62888786	21.04095613	1815.853263	21.75658598	21.89670329	478.6262672	24.23762541	22.5444777	20.02215593	18.74420111	81.52586079	24.19805722	23.08886813	16.98694682	33.4247247	309.2935864
NAMPT	302.5750612	158.4577397	251.471769	130.3578937	254.3331459	1765.477643	719.216482	434.8071893	508.7686623	201.5243124	302.5750612	287.7911832	874.2094609	104.7043218	7077.607219	119.3011768	69.06963656	55.76916704	146.9041013	67.13610729	45.95403495	291.7384943
C1S	3258.760249	17.89935031	22.26982703	21.91225209	2074.606299	22.14378269	20.43588534	29.50104936	4603.986713	21.55522486	33.5856553	1021.603346	22.67340137	27.6585416	26.27168417	21.92726854	135.8888841	23.8460636	27.69520337	26.28650505	23.3821838	175.2866985
RHOJ	339.8821576	31.1637876	21.51971899	21.20689634	118.8379241	2786.118272	40.73388957	28.505907	65.51221398	29.86627631	28.83724536	110.4768352	23.85975693	42.26127295	29.95921955	27.50190125	186.6446876	112.9721011	40.73005389	32.15036838	137.8209902	436.89883
ITGB2	69.63405954	1015.570086	3958.428288	1982.641212	265.7128084	97.55922059	5414.624164	101.822606	76.96420787	55.15732171	9341.874009	123.7054292	5502.255433	3709.628382	3994.321662	6907.227538	133.011245	214.1539129	1329.584685	81.51161917	220.8528913	105.6744151
FMN2	89.06137341	17.421139	16.76782859	13.8166526	23.44237123	12.65626426	52.50488702	14.78562355	166.7458815	12.26406699	12.99043811	87.1709693	14.12912481	14.52381354	19.22991461	16.1440866	43.62011815	13.69784251	12.35998269	13.06225434	14.1300644	1096.816891
CFI	79.96288343	30.12544003	25.17945258	26.34359474	162.672811	47.82832272	26.03436783	31.52968031	39.41759536	28.79955897	23.36339825	718.5974037	25.04119797	29.28388104	28.99442149	29.17003293	25.33307051	32.93059103	29.11561947	22.17274155	31.68386653	29.70073747
ZAP70	34.04391491	57.89859946	1559.558361	1227.28604	52.93818905	55.99708019	34.11482659	31.06118595	55.90777931	51.18191306	64.55900775	51.03423881	74.12989471	93.23324596	46.23167068	3552.617144	35.6519356	53.75571634	77.58631836	25.28022791	50.05058566	55.02820278
LILRA5	17.4540129	21.34037049	134.5428672	27.03326418	22.53626367	28.66824761	16.77798043	26.13215291	27.57161227	20.05088473	44.09827224	21.04786949	1239.325374	64.64096648	627.8880374	18.9986614	18.49544013	21.86609141	146.7750748	19.66613718	20.72249121	22.81162556
KLRC4-KLRK1	61.35144846	413.9557701	353.1999309	8471.717004	73.60950907	80.59319779	222.6190596	111.0303772	60.95778563	87.19985478	94.59961216	104.9266138	138.0308475	104.2557658	140.1665089	7986.446971	64.78816578	82.27273247	81.3135211	138.9249396	74.662474	64.26420565
RGS5	45.10654449	34.74000583	44.57645116	57.80315798	57.84586338	266.858176	46.25830601	115.3695177	54.93006142	30.6883468	48.40577655	41.29250018	38.41405335	45.33532373	64.52451679	38.67307285	61.03092668	37.84162617	46.99873727	60.19117417	46.61565069	3354.739876
MS4A4A	22.5444777	36.2614607	86.72879249	20.86767223	19.50722404	17.15478214	35.89084265	26.87863481	24.68140221	19.15800925	1515.23416	21.2342352	292.8540167	49.79897948	25.46994031	24.3102793	23.08886813	307.7396444	188.6750404	20.36164033	298.8317423	22.95354344
LYZ	26.3794344	971.7263143	10405.57732	2500.900517	27.19439527	37.37125014	2233.776252	50.88052471	30.56998918	28.52361586	9223.515394	33.985629	15516.83769	9341.874009	3431.031068	160.184428	26.88453204	63.01659153	396.837173	63.38637088	57.11901805	33.21138124
CDKN3	286.8669862	48.0756529	72.91328156	199.8282037	537.2510082	2130.240897	43.32988722	4900.926486	637.2622379	59.84445254	85.8463376	445.798714	54.74954678	68.15958882	57.33699842	56.01336933	31.37549408	67.3282641	46.45657999	56.61354092	72.77213246	762.9522861
POSTN	9024.105552	23.83018018	19.98045205	19.6559301	7318.630231	5082.109389	20.46579336	22.11908005	741.9540103	30.24911054	19.32058853	5254.353736	20.66400653	18.28219411	20.55830415	20.65409966	5002.780395	36.19987975	22.33999565	26.00140171	69.63405954	6276.229513
CD79A	148.6946759	4439.808894	381.294264	557.4998264	216.5716877	150.9779815	269.8019841	347.589634	136.6809235	152.082616	184.1606358	129.6879879	243.3587383	145.9320452	224.8470046	154.5806399	162.5679392	115.8575115	242.1248913	133.1213981	125.0517121	178.9025499
HHIP	27.73197402	24.93398299	22.24043034	25.92865398	21.34044287	5793.152073	25.32630575	25.22802081	23.97820751	23.36833543	22.91276821	42.67677556	24.24918521	28.9120518	29.15286625	29.31420551	32.83552337	47.57042769	28.36596869	50.76328169	49.74182222	667.654918
CELF2	45.71479731	714.0180461	871.0042143	83.05376336	35.42493666	31.0361905	2067.301887	52.02728395	40.73005389	33.43060553	80.44201517	24.36623017	274.2668486	487.145432	498.0072657	1246.314316	35.06062854	30.7040845	380.4708677	45.56618302	33.67030133	35.98460042
LRRN4CL	656.2435994	119.5703828	78.5515339	129.8463447	531.0481741	56.15394485	191.1795849	171.4666593	5710.737531	175.8967591	90.67030751	543.5118119	91.95631528	74.662474	129.7259992	64.76806714	320.6653146	2172.021452	91.16775103	91.17342844	1486.425935	179.534438
SCML4	29.47424224	99.71289494	528.0771398	863.0157846	36.32509834	42.99110704	49.6182628	46.39326753	38.60854113	34.23242148	38.47034503	38.98842744	42.18783683	41.97616614	90.62450978	333.6188342	30.10564436	37.34103472	28.83724536	210.7629506	38.1813144	40.62011749
COL1A1	13184.82847	13.89430068	13.2987807	20.31502681	12127.26668	13295.77033	12.2721155	14.21546539	13804.39113	869.2149398	23.5663958	14136.19547	13.57046847	13.63708391	17.95793152	13.99807191	15277.64829	1476.721306	13.28842888	39.36388012	3006.847722	13640.91953
LOC105371967	19.15389521	19.88602847	18.61566117	20.38178885	23.24196145	25.3979914	18.99748294	37.1601185	19.1359255	22.71981933	24.04457011	18.51589269	22.39417512	31.18257344	20.60801835	18.1643182	20.75242529	15.17088044	20.06164939	1319.523133	14.80102172	22.64146471
PDE5A	16.58690719	24.91813331	18.84624636	26.83033366	18.46922149	15.33328343	26.0834781	30.9220401	18.93216685	15.63774038	18.91691419	23.90032163	24.71541436	20.59105203	19.10881689	21.27279216	27.15280208	16.72892269	20.76880979	570.1633529	16.18519065	17.74129176
FAM83C	35.96779967	46.82657865	34.37302326	50.20278676	33.06012405	57.40459146	48.09604416	60.52651815	28.79994016	4008.491669	34.67445648	30.01581603	38.54196005	41.76629389	64.76236144	40.07442946	41.22884748	36.64394924	27.62533657	26.83599845	38.20491187	42.16923841
LOC286087	12.74206808	13.65676877	12.48742763	12.4320552	11.47380448	16.99752708	11.09487489	13.88350053	14.98793743	12.98959397	15.50021008	13.18206625	12.37245892	12.35998269	13.16818124	480.3299228	13.30913253	12.54798354	14.33809865	31.99042503	13.01370102	14.67060271
ITGBL1	1007.437319	38.13266376	41.60974429	34.90947322	1591.566389	335.1055093	41.18709807	42.1067701	1686.556789	43.55673176	37.40269141	5109.487381	32.02598841	52.49024603	47.26014436	34.27879296	7915.476828	61.67466205	33.71118437	26.00079249	137.2698263	576.7956134
WHAMMP2	89.47929315	98.90429848	230.2824343	321.4960151	84.07630035	145.0983678	196.8707446	300.9369408	68.75112467	27.89086463	45.6099715	54.64600637	54.87078215	152.0879456	112.7649541	793.0018298	107.6293933	257.559015	98.24206322	5935.720708	323.6299606	136.2838153
RNF165	19.91957428	24.98447425	28.38050812	39.13764136	24.10969753	16.32503328	33.1496212	18.5420488	17.68217362	26.86636564	20.60670597	17.9332698	23.89160791	18.14850974	22.34063019	1113.76853	16.6400736	25.52566249	181.9695878	17.37019934	24.42968435	20.67411682
CHRM3-AS2	15.26578971	18.59935494	860.7003123	199.1673516	20.2939962	17.26351845	91.12552131	16.19440145	21.07857465	16.49144771	17.83736088	19.50404975	21.59320893	29.88882114	21.23510583	38.17746912	16.22214082	18.11374337	18.88320655	206.6741796	19.01371333	18.80880783
EHBP1L1	32.23735355	450.1304253	684.8745747	106.6616154	37.6464519	35.39754744	198.3177663	140.4397423	26.2367545	79.0464748	106.7284004	30.06695979	402.4696891	1440.004486	662.9542362	467.2269651	27.50539261	42.6754283	545.5874969	24.22333685	50.59982694	39.49397904
NFIA	74.43864133	33.03186969	25.19489531	32.19624222	55.03785102	53.5127039	48.63323969	1524.299343	46.03186822	27.73577983	30.6265799	29.81460873	28.28946805	28.38655222	27.42556231	25.87334241	26.49859569	45.28688945	23.78153536	22.14773674	42.50492847	33.27518568
LOC100507616	15.22865898	965.9093268	15.99324669	19.33672473	14.06022065	14.36567154	13.50013424	17.09833223	13.24573421	13.29464824	17.93339895	14.97675011	17.50399728	20.60670597	16.36515083	12.8024209	14.01141783	14.56057118	63.95069314	91.34167284	13.49763912	14.68980717
DNM3	33.15089172	30.32131864	24.85863371	12.85765051	20.19313332	11.12472169	51.80804153	10.81128726	80.68895853	23.33704179	19.85420428	13.47514768	14.51484868	11.46229443	15.55877998	19.60958547	16.76366542	30.6265799	16.94988673	903.3349468	34.93139635	11.97857494
SMG1P1	28.0589433	64.60212957	323.9965354	24.96761465	29.04522248	21.84186951	1575.953947	30.07322529	24.28750383	29.11812226	25.62333997	22.82946883	36.77360852	28.44212075	43.53513267	121.0134657	33.34749738	22.4793917	52.69561133	21.78780753	22.92681358	22.77147671
BANK1	88.24406054	7607.939672	94.36323491	262.6820848	154.6828409	49.42057212	531.0375232	59.58968035	38.92246027	41.02654902	66.18940348	101.6936237	152.1692067	627.3209789	62.52548137	42.33074593	80.68895853	101.9364579	393.9821865	2294.157014	70.51645284	52.39771195
PDE1A	300.7103054	34.99456353	30.03805433	33.17209403	692.0299097	34.33214586	30.48453896	29.04062261	24.76675819	33.83283728	25.86246874	92.84102482	27.90517947	36.77557864	27.58103601	34.54894545	53.64056395	29.79527455	31.35501431	21.63432026	26.76167901	1348.850419
PIK3R6	58.1561575	85.4063297	68.81567692	79.54555495	67.61204734	80.86306119	2706.806474	90.73607094	72.38175493	62.68464399	315.2489836	71.82408019	201.2296267	350.6434466	382.1989336	73.73963013	67.05536308	50.79471366	81.74133548	99.07543415	52.49024603	78.26113203
PNLIPRP3	19.91957428	21.40845559	21.89785908	20.67345667	18.35414914	24.60512669	30.3392636	30.320522	15.3769198	2986.959874	20.76880979	16.90887371	23.55310015	16.84747099	25.96369381	21.4554007	17.247624	22.11891033	19.44626807	17.29417712	28.7145011	19.85791787
THEMIS	22.10249622	29.70445022	546.0275214	1581.221761	19.42906441	23.40412833	128.6758008	25.83086433	18.3484174	28.34050104	24.96761465	25.67182744	34.64490716	24.35071267	77.32313175	33.4790071	79.1281358	22.17513108	24.83449021	95.05064863	22.68243455	24.42068348
SIRPB2	25.17545988	40.7740283	56.95838721	40.14233257	29.25178203	41.69722127	281.8851658	33.29998517	27.43219024	40.97333432	218.9172898	27.4197973	876.8796542	346.8688008	692.9733562	33.6855348	30.90998006	38.87710192	32.54474755	33.76233378	41.10409249	36.67470274
LOC158402	71.41585966	30.51354532	74.05406166	72.99452785	37.81017161	55.14242236	447.636759	111.5901891	39.22807871	25.29367857	154.3659964	35.11813102	387.662773	312.5653601	52.49741199	704.1301723	70.7704787	45.87246552	3268.470177	1279.514101	36.79841166	31.21682543
LOC101928047	19.17166978	29.85210713	17.87416749	20.88472545	17.5091775	16.89014474	18.0824917	1406.9626	20.0294091	21.96900722	29.13314404	16.23132734	28.00747637	19.82159478	25.96785925	16.05336973	18.33220083	22.35729758	19.82159478	21.59530214	26.05446749	20.84409334
