NAME	adipose.stem.cells	B.cells	CD4..T.cells	CD8..T.cells	chondrocytes	endothelial.cells	eosinophils	erythroblasts	fibroblasts	keratinocytes	macrophages	mesenchymal.stromal.cells	monocytes	myeloid.dendritic.cells	neutrophils	NK.cells	osteoblasts	pc.adipocytes	plasmacytoid.dendritic.cells	platelets	sc.adipocytes	smooth.muscle.cells
ATP1A2	30.39520829	37.84162617	37.03222435	42.6754283	53.44361817	45.314764	39.13369277	49.14378951	27.45161874	32.7380768	33.5417825	35.57738824	37.43389187	74.43864133	46.89565319	40.33670192	85.17481478	1005.259924	54.04147291	32.49220711	1359.546921	36.82737936
F13A1	59.71974838	166.4397093	371.2402611	166.4397093	69.49338013	65.35027966	184.1912776	132.6061708	60.30854589	52.86732543	650.6250029	40.91868575	2547.135926	2472.397974	361.6181221	170.726495	50.14603341	1634.57928	1011.532211	15277.64829	1368.841407	46.83375296
CAV2	1251.566337	17.83736088	15.40078168	15.58935533	1156.462902	3128.685122	13.59716806	16.83435524	1200.303025	1416.394049	20.2973113	1209.451512	17.49331139	20.24734027	15.47682768	15.85072161	2183.325616	740.6430927	12.13380585	898.7273621	1061.164659	2513.034401
COL5A1	2754.029713	41.51752655	35.16499402	58.1561575	3862.181219	2248.293024	37.40170778	52.01222826	2840.731521	67.76423927	49.68835617	2512.798601	39.9126979	49.38337388	40.47094687	25.13418259	4074.882709	325.6698831	37.88337724	81.55385039	566.9538165	3168.64597
APOE	111.4988028	163.3291103	130.644466	124.5503663	220.3452935	173.5348522	150.356465	261.2624301	162.3950518	1282.373103	12123.54086	520.0642903	149.4855901	92.62105421	189.7994868	114.851425	170.9937756	352.5040555	137.3732221	181.7400175	1210.993693	235.4165836
TF	36.75459057	32.99088538	28.41643221	29.50950226	57.59793843	37.64979417	32.26012739	34.02716801	29.49293604	29.21158315	34.99456353	37.9712775	31.61852092	40.5903062	25.17096875	52.95563406	37.34103472	1533.30801	62.02720956	23.97265809	1703.136408	39.4043698
NELL2	50.458751	96.83560091	3535.700064	7413.615334	54.55416927	49.50040082	68.45297328	136.8456287	61.77361538	254.8401798	113.1521282	68.14129114	120.4142512	76.634909	109.4200966	112.8468398	64.93208935	91.23920109	69.63405954	1985.280853	99.38526042	65.87001071
MFAP2	2143.554674	103.6542724	98.25563651	91.04223347	4786.941008	1621.949379	120.1444478	166.8252026	3680.469824	157.6391278	154.3659964	1616.859154	136.5586529	175.7219705	95.82461537	145.7531316	2078.440623	282.025654	117.1950347	81.82990882	438.5382198	1139.924302
CCNA2	142.8518229	32.73578321	29.21856364	44.68894389	166.1417601	1102.289787	29.7323127	2422.916622	200.2833248	25.01321269	39.7964106	138.9215048	28.72315851	13.73465333	37.11132112	27.89291315	40.19329393	21.96106257	28.74811495	23.63207162	23.8460636	390.4905996
MME	4058.037807	28.0003588	27.61691287	23.48786805	153.3572741	49.56942559	31.81810534	26.45747995	4459.170464	25.84897831	46.43085246	299.9839597	27.23272721	18.93216685	2043.452234	17.68505423	91.16775103	392.1325993	82.52616687	23.2776774	483.2477118	22.24329028
STC2	931.3880101	68.66498875	46.11321282	51.8371877	2402.235848	619.78325	105.2853208	61.82811508	2858.313339	209.7787798	65.9885295	2875.430766	63.42474263	42.85659882	84.87253709	63.41061839	3469.876041	66.62835051	48.90828443	78.57001399	77.6336801	3843.259865
CDH2	818.04011	33.79228708	32.66498362	43.22938234	30.09748405	677.1373559	56.41895169	27.44666402	267.1351145	31.91046162	28.93208538	653.7967095	32.92592124	77.3388964	102.406301	36.06100207	1456.515158	36.57655444	39.95719765	25.10158426	30.66514878	585.3325378
COL15A1	2057.550387	26.60644686	22.78042581	27.21181827	878.2242641	20.62845519	40.19760042	21.66755744	1071.769435	15.93938384	54.10726996	25.20036635	23.35193545	19.91957428	22.63892709	82.93671054	4381.627949	1140.170571	22.02233996	19.10926052	1380.89996	21.5942507
RTN1	61.10609033	21.7485631	146.4111336	21.73006851	26.82014467	31.96337621	17.01728202	21.2829235	17.98246409	22.56803043	632.9326901	20.73606919	2081.106522	3928.442744	115.9881386	24.71320897	25.43703945	920.9632175	38.20491187	2074.897475	814.8901961	26.60500124
RCAN2	707.6137727	47.43867079	30.3012853	60.71085138	132.6174127	36.12511628	34.19845083	72.58278677	5883.382201	46.64736784	42.80378859	538.2031287	38.51657518	43.74691044	44.64265856	34.28660515	1933.690252	785.2614795	39.08521683	25.89898082	739.2787975	216.0331237
MET	219.3821474	35.69226148	32.87325052	41.60909355	674.5832632	1002.404482	34.45308745	49.11844972	277.3518688	3013.554163	38.69999324	2333.288574	40.89910907	47.94010711	44.02628373	26.85241557	1193.113512	248.8495006	24.91813331	42.45621857	277.68146	2775.567834
S100A9	78.93420888	545.5874969	5728.214811	1551.525537	62.68399484	86.88730358	10326.76965	191.7169822	97.0395041	6964.040963	3279.533735	111.1748866	17237.65878	5326.29892	19094.93311	128.3614222	97.10334206	816.4954553	264.3602166	136.4698822	376.7904861	74.90014984
LPL	33.36782141	33.64811269	48.71187545	34.14600219	23.80100041	35.80324237	43.22408844	48.7015466	25.89431601	25.32174425	3988.90876	29.87828352	101.6081849	33.77294838	40.00474947	28.89086466	23.21957314	3432.080621	44.43415605	31.577796	3444.33494	32.26009143
FCGR2A	42.70247734	285.427467	460.876572	62.133018	43.85267693	32.87345545	2333.378247	414.8542903	40.96814418	37.41618691	756.1620981	40.09732153	3327.136652	1646.492762	6158.249429	241.4468082	57.57924814	201.3327101	81.74133548	277.2135038	174.0367184	35.65987292
LOXL1	2904.843963	21.6316699	36.7082558	38.36057054	5212.386317	1293.150922	16.8475304	21.87620423	3469.876041	80.88059267	25.38736766	5584.679411	22.73688054	25.87905362	29.4478432	22.49324541	2194.070176	160.343862	27.69520337	21.50695545	143.2197312	4564.750558
ADIRF	878.9262304	63.7196869	54.39187367	66.26732056	1813.925967	275.5432514	60.1214346	123.2941372	4229.822769	491.0418976	121.5438159	3859.235074	76.38965198	117.5607371	65.48781099	67.64837093	215.2834071	5055.131032	113.4767986	79.34427426	5027.948427	1914.362393
ZNF185	98.98077023	116.5589997	254.0681878	138.6513248	162.3308208	1196.708268	242.70674	159.4412137	108.9766595	1893.67187	470.6145867	118.6124324	889.214203	281.3221727	913.0396114	107.8929488	95.29277365	107.2366689	548.3720662	7692.406178	128.0370915	261.3485262
GPRC5B	773.9708192	48.5707318	54.08291587	43.52226204	34.92879246	897.919281	34.45005154	54.26761518	885.5616892	67.68324537	38.92246027	32.54344704	33.39532846	25.12506158	49.70625232	30.2888069	45.7635018	1235.378225	22.5444777	54.68387113	1750.039393	33.00986484
CD163	51.36429558	97.90263111	549.3226242	87.79418611	39.67301311	40.45993713	302.1906776	186.4750292	39.01812375	31.13424536	1185.513004	42.92077294	3572.155531	1825.177368	201.0118284	55.82023206	89.23542728	1918.518793	85.017788	536.4321305	1433.358363	39.66566085
PRKAR2B	91.47197583	46.59039875	106.2881206	59.15708256	43.13914901	2592.961179	51.54472161	3494.581059	234.9753989	26.59548575	316.4620277	135.6355811	327.3865732	1938.055637	43.74780199	94.65975895	41.79016093	2575.225244	1095.611218	13031.0656	1904.440981	23.5495232
BCL2	76.4395419	1443.445397	1958.181456	1895.01714	29.65818705	23.89565285	34.79787172	34.46839758	95.80098242	264.7565908	109.5395774	39.60019946	69.65560354	375.696973	43.77345367	784.6281949	79.1281358	569.7816734	43.35410728	933.753055	540.5002594	19.13668911
PI3	66.58750345	138.8868352	130.1351428	150.5301801	88.71006191	82.4708659	130.3243451	253.0914876	87.39472068	1276.789458	85.35162299	83.27390783	112.1731775	118.105915	3769.8647	101.9595453	107.7680203	96.04938388	99.24989263	121.4152131	108.1049227	124.3968686
FZD7	543.9183099	24.95103292	19.37237537	25.17545988	577.6017596	21.71277339	42.3936645	61.11851958	1118.180314	708.7089254	88.01717617	1067.617666	28.17633037	16.50119696	27.58996682	22.90471898	2376.704487	565.985817	19.17166978	17.48549383	495.8096047	1119.099241
TCF4	1507.721857	3508.099506	525.0793665	79.65703435	772.6858862	1886.948338	72.04567163	176.6682016	1180.089819	269.9425115	263.3393193	1091.540573	462.4514649	1061.164659	53.80847767	319.5535986	529.1217323	295.8113019	9341.874009	949.4449358	310.1511929	375.4248331
BUB1B	145.3988405	49.38337388	58.10368978	52.22574373	140.8547683	1440.571058	57.35277783	4177.954913	209.1384017	137.1038075	104.9154883	268.7370486	46.08449048	63.54295879	44.78787223	62.57980485	106.2261288	75.51043093	188.87684	48.90784041	62.0597489	516.7770339
DLGAP5	141.0997248	21.2594573	27.84081703	32.48457361	113.5685069	1997.872326	20.97790007	6362.788053	236.5064364	73.91820935	28.98591253	181.9290407	22.71155576	20.16166668	22.31231048	26.98903054	31.64479902	22.33999565	25.33307051	27.48240264	23.1054695	278.7696469
GCA	70.39271951	1115.873185	1298.056867	259.394976	102.6417224	56.41446485	6392.426534	1065.465355	68.20025495	223.6516994	1536.745549	62.16982997	3844.006516	2073.250961	11900.22022	87.04221988	109.2186114	1719.730706	795.4213131	1275.132088	1188.056533	35.8747019
MPZL2	23.12266416	25.05231783	32.92044891	27.71307267	23.53132735	1178.882835	43.20822133	26.8619874	24.39820397	2594.755982	28.79994016	23.60751605	166.7017877	207.2878342	136.8472641	28.43142214	23.78153536	65.81993432	38.81434768	22.82746079	56.49300422	24.4641936
GUCY1B3	146.5318714	57.89859946	61.17985107	58.29712262	166.6039249	50.55223273	37.73634361	259.6443633	654.1306272	39.66069799	102.909309	159.7927452	79.50780069	360.744114	74.49821851	172.0943551	201.5420472	451.4840693	220.1330226	7142.186689	271.3787344	214.0316208
MALSU1	62.97647252	145.5310177	103.6489501	60.67933283	27.2523094	2188.205459	200.7692755	38.08112205	368.3844756	85.86338396	62.0597489	336.2100457	131.5829629	67.3637584	128.264112	79.20478671	218.9172898	32.29947925	45.6627737	7352.100696	35.84067853	397.9735549
IGF2BP3	44.9268979	40.73005389	38.02598292	32.95095373	30.37567435	1704.381156	49.65720661	28.3534501	326.5426525	73.7027612	47.10793335	290.0097797	45.80353483	24.71475625	58.09159868	30.58376618	180.2177577	34.99456353	26.29182052	1615.26753	29.85210713	237.3420348
IL32	248.8495006	107.3135578	2559.821129	4058.037807	116.6669706	1767.973491	69.70415438	221.9395752	132.3925755	135.2753366	177.6511624	78.0401776	140.4982653	121.0716155	322.7454352	1560.901745	88.18971728	59.54232437	97.22556872	211.3712425	68.28679973	148.2757445
VCAM1	222.0643442	39.95719765	55.40241063	56.98782287	3298.711151	568.4446248	169.0366788	36.6815164	35.23007822	48.89457522	67.62825518	2890.506811	41.38401104	64.78816578	46.89345953	51.2715417	14467.99981	1876.125578	33.52230939	42.58062259	1811.224581	44.58472762
TUBG2	146.7750748	86.98303187	115.8064199	123.0953345	223.5286841	113.2197424	63.24143285	5320.749777	209.6127263	150.9691522	99.71289494	199.2533482	64.87602636	81.69194653	92.59417471	109.5393394	166.292723	153.4165698	211.7011999	90.01992517	153.6877739	191.541149
HEPH	905.1687417	21.42416596	24.2644589	25.77643622	55.4495151	27.18327204	31.59548734	19.4947068	166.8937732	49.59330113	26.62219947	1639.417887	27.7466904	32.663169	28.81162138	24.50006983	1362.78042	292.5914717	25.50854217	51.19931108	449.3683992	359.8224132
ARHGAP29	1603.4371	34.76138773	23.1226467	26.09051141	2402.447248	7207.733427	27.1567612	25.81490187	3193.258914	932.5633399	27.45161874	669.2574702	65.61344591	17.10286041	30.26768031	19.60564126	1384.616541	897.9533188	29.58711061	34.54018024	896.1277135	2336.36617
CXADR	25.3502336	198.9747677	144.7467477	505.5794769	27.07990962	394.005391	132.5173748	664.576055	30.24980727	3279.533735	50.36836357	39.79222447	56.91235938	57.04928355	169.2294606	77.30050013	37.60441943	41.53891523	53.39153722	95.13971869	48.99144397	53.00160555
NR1H3	141.0997248	78.79349815	59.43467421	92.19258811	162.8189278	105.2016715	78.37060301	96.80330001	148.8250757	133.7347141	2409.246768	146.4149868	151.5691624	96.90536509	76.74203205	222.2143767	91.41503413	274.0698846	67.510315	45.07711833	458.615721	162.0354754
CYBB	44.61091311	1320.931806	869.9411078	146.7750748	42.83727042	56.53703577	1329.972572	98.99533253	48.34813293	55.5385146	1650.51314	43.11047341	4244.658249	426.1495638	319.9520717	80.95890303	49.51894218	157.8761773	1890.004381	230.4614738	128.3496737	55.15698182
KDR	50.20278676	61.27925353	46.50665325	62.42743644	69.24005556	3549.991075	68.1952039	141.010846	51.51515305	42.33215137	79.1281358	41.27192936	56.20232902	47.76923336	74.64758488	65.71766354	46.43085246	1059.141205	72.42807549	42.22713868	1104.569236	56.55022888
MMP9	148.2052436	131.9721192	221.0569807	287.9639513	154.3890581	162.1160949	148.144583	189.6883864	123.7815632	323.7918541	11254.51647	123.5412912	237.1060706	85.94946609	3053.100507	122.5041046	155.8964557	1802.091836	145.3988405	74.48410176	1899.724743	163.0397543
CA12	927.67914	97.90263111	40.94779578	103.0562785	1942.215212	236.5128264	43.94505567	136.698151	724.3985577	2124.086561	61.35144846	4537.747736	53.74229789	44.53221882	63.97286114	40.7324833	2493.71419	171.84163	82.57854483	80.64156959	335.1923069	2032.582744
FABP4	72.60482163	63.43394787	41.92532769	54.99458731	110.6965127	1368.272585	47.54813507	67.06080051	29.85210713	38.338618	4498.249031	36.62087636	63.51622442	31.41659275	57.4984608	42.46378082	23.27032499	10240.9892	42.70247734	134.2252881	11066.57334	415.9036216
FCGR3B	24.71475625	75.9228491	1022.000284	566.9538165	20.30675949	26.52927842	59.12910384	40.74740881	21.22453639	24.09015076	666.8240665	20.51813524	1651.737714	24.12852725	12601.68829	4754.416582	21.29282954	35.56741071	23.61411546	29.51932177	30.852228	26.17955916
KDELR3	3314.50336	42.95706032	31.00184085	45.7635018	5899.667	3271.782843	46.41804345	61.97136084	4126.087056	104.990217	75.64459946	4518.868931	31.39691625	53.78709216	52.98332353	39.32649105	3545.995301	512.1077047	93.36349914	51.16709853	669.082192	5423.168751
HBA1	96.56130527	1711.719123	1699.071354	1350.305249	132.4504265	184.5897041	336.1618069	16075.05875	181.2702448	205.366218	195.1976916	150.7137367	986.5309768	332.5838952	8225.936342	1598.152211	199.3779613	5268.337631	170.3834406	463.8548573	3680.469824	156.7973016
MAOB	118.4772557	126.0474632	79.63340789	236.2326245	598.0398514	67.09054207	143.8101189	353.2966724	73.33106982	137.0178423	102.286324	148.778967	88.06044887	70.51645284	136.9348555	97.2367233	325.2594952	5216.225085	105.6367325	677.5539003	5484.293423	88.6960252
SFRP4	1238.392955	28.27601949	33.6703034	26.20416903	120.9693712	41.59398788	35.4591861	33.25783237	34.12748792	27.68114106	38.89804091	653.0204668	29.61737714	33.50270403	33.72771927	26.74994711	580.3320404	308.513249	30.56998918	26.60363036	321.4960151	37.62464261
IRF8	81.95601629	5920.458458	1810.470486	312.936038	101.4433999	122.1130864	166.8682231	164.2096357	57.95882732	85.99486021	2627.253558	68.16710269	2545.28578	7413.615334	180.9619634	1267.815956	107.2366689	682.474687	15756.02709	1490.337372	564.9639489	95.26567923
MEIS1	251.8438961	46.74206137	48.10971648	61.31429428	125.0604114	172.9378799	50.08866125	101.7957272	675.1306086	198.2910248	53.14348409	276.322816	54.77136317	84.00102343	66.51038746	98.26382768	199.1673516	262.6820848	148.3301201	5133.852518	209.6127263	499.0185015
NRGN	57.18478562	107.3135578	175.7737917	102.2098875	73.49801049	358.6848916	98.11449521	110.6706718	86.98303187	65.17075109	350.6434466	61.29807876	911.0899164	1320.931806	121.5811033	127.9352903	84.74834933	69.63405954	110.9328276	5505.988775	76.29309531	180.1956557
TPM2	5055.131032	55.20872791	330.8648287	180.7472129	4995.860514	3871.24354	25.86123278	129.4215968	4439.808894	153.6216169	80.29917316	6759.86152	55.8048647	151.9657849	56.62152629	204.5140831	5055.131032	2131.906236	2831.16718	49.51606694	1962.582322	11070.21329
CCL4	56.17249405	311.3505462	267.4778746	2922.579298	58.12591607	75.29213412	11263.35124	108.0456945	56.95707609	67.54072503	987.9176342	64.55045556	267.1958212	130.8159534	2570.661846	9020.825646	65.89812862	827.2931713	114.0029047	227.6664934	323.6299606	62.428901
NRCAM	193.3685079	54.23037447	61.05201211	320.2696284	65.67461238	1905.541982	62.49619632	41.56356653	29.24406216	38.84613777	53.48783011	36.66392347	39.58833637	34.84486881	54.78766534	39.22963421	64.1486945	34.4565101	24.69961011	63.61494257	88.01717617	35.44591582
NID2	2323.247714	19.30291187	20.33647905	22.32450275	1561.033483	1485.075318	21.59514453	31.68825248	405.6256418	21.43597897	24.69961011	2174.007352	18.96890996	19.94754091	19.45559781	26.04846138	942.6515526	171.5009896	23.86095321	207.9896787	207.093003	4015.73638
GNG11	1404.325263	282.3799536	54.6085789	34.90947322	781.7904057	8120.383045	18.36674973	23.71148637	2472.397974	48.61108073	28.73181593	2330.803247	62.48695972	395.7241919	22.38862897	43.37342612	358.6769054	3161.3209	183.0847848	9118.20533	3559.238986	4233.967086
CD48	76.634909	7349.580223	11971.93803	10412.55011	93.86338739	104.9720835	4027.430811	397.9120125	94.66898237	92.02400156	3584.367089	77.82686237	7986.446971	7837.487136	1527.519119	7618.678596	73.88653384	342.7153067	2922.579298	2449.236479	271.3787344	123.6180974
TYROBP	57.34442093	269.4061208	5189.096456	1356.950016	51.05533961	55.70249109	8742.539327	134.4260051	65.46931801	59.03033894	9696.712843	101.1631375	13031.0656	7226.516398	10123.7643	7504.465233	109.3038019	1450.061855	6411.812805	304.590668	1993.42315	83.82107535
CDO1	210.0829571	45.28688945	38.93695716	74.662474	658.7615187	45.6331039	89.28104308	85.48446305	204.0786892	31.30000992	28.48288562	616.9260897	32.78123681	30.66514878	62.18964038	28.32336234	81.25935199	1829.787803	25.58957403	45.8447953	1658.637249	44.53841056
ALOX5AP	77.6800575	2848.965178	4230.748647	5425.718904	89.55299225	134.3265214	12877.30272	273.3421188	59.64376621	93.354847	836.2913428	73.84420937	2953.376357	1071.769435	10811.07283	6175.143225	70.43493769	398.475215	12877.30272	152.0362763	372.5470003	80.62318584
GMPR	83.26476822	46.19196163	47.0973599	44.82308651	83.54395811	355.047122	53.3023823	3074.615901	250.5958683	68.40483338	143.0982779	185.6584395	78.61868773	151.0568474	68.69448472	73.65766491	110.4379866	216.4798394	135.7721417	3527.121565	205.1456593	148.4590074
CD37	24.49684572	4581.16618	804.2045259	3611.286656	25.12645312	38.6671049	615.4461326	288.7310633	32.15787322	26.05729879	2166.512801	33.31949903	1762.937671	413.3492618	1295.74165	467.8503654	23.31657459	32.38481383	657.3826387	69.98188349	30.58955238	39.0172588
RUNX3	46.82657865	1341.865929	1569.27141	2967.776862	55.461634	46.09103835	1254.745088	173.2546518	263.0098628	91.57694682	312.936038	86.0717421	666.1985959	1993.42315	464.9867579	7801.92478	180.4126604	175.0551098	566.9538165	724.1826186	114.5045696	49.19780742
PRELP	583.3884077	87.67175251	50.81372092	89.99280886	6442.297261	98.03010533	142.844763	234.1433061	759.90855	108.2037218	108.5373495	148.8955148	79.82441798	50.54540519	152.1283081	53.26379247	800.0264616	751.928741	80.68895853	78.0569699	676.4048656	150.1265079
S100A2	135.8888841	70.13959435	81.93225418	70.01118841	200.8327358	158.1973893	74.82150947	70.94134739	318.1896583	14467.99981	95.73573236	212.9616857	77.83606749	66.11587737	78.93336667	84.96727269	204.9215579	107.3135578	90.85901007	55.41280154	198.3247797	227.5009115
PPP1R3C	869.9226502	70.55823392	74.32941286	61.88029553	3564.901666	236.052041	209.0098423	65.4348335	1394.364911	214.4595644	50.36836357	3469.390737	52.96269413	30.94899944	93.2913176	57.75748883	5574.563005	283.4179223	41.25049554	64.62150987	292.5914717	3325.814263
LOX	4905.794052	40.54044061	26.93428044	25.60568461	4360.123389	3079.796167	37.51700327	45.44248172	5453.298318	47.14821456	28.73181593	5082.272995	29.32507602	27.07116369	46.69052845	32.78613165	2931.260191	94.86503556	37.34103472	27.21946699	140.6048319	4764.476383
COL11A1	308.513249	35.63201877	31.07624071	33.50270403	2331.492341	25.32992176	31.6088505	39.36399821	20.85060862	27.24886046	30.10564436	325.9380064	30.66508879	14.48862856	35.60995642	28.19013468	3227.349265	31.41659275	21.98995262	26.54277661	36.75459057	33.18111643
RGS4	481.0845428	65.89812862	47.51870754	52.16206378	342.9724684	9434.577865	96.46581839	60.45460826	254.8060589	42.70093443	44.12523744	2634.28961	40.26242659	30.17682823	58.54656875	47.70941372	7837.487136	92.43885598	35.71318865	44.74849552	75.18024107	13203.03971
S100P	70.98078334	70.01118841	232.7513803	75.96183802	83.71777989	78.53794817	7594.717742	81.80106636	45.05586323	1500.5545	164.8796509	55.48003498	820.0479752	138.8868352	8314.133838	88.27877317	47.1650568	142.2431451	76.34339819	100.2178659	136.9201703	78.04459936
MAOA	104.6335252	38.1813144	37.09656971	41.71798293	502.7878235	598.137114	37.1373266	72.32857063	51.05726054	995.6761305	993.6629253	48.9571113	40.00485792	39.72637063	36.41098437	51.02320341	203.2137714	2922.579298	45.84463625	33.72591775	3359.570291	44.39269832
ACPP	62.16915416	63.64737619	80.28384507	70.60246437	68.47659722	66.65299112	3079.812039	80.29089729	84.00102343	351.5550293	183.0847848	61.77871819	689.4657559	739.2787975	882.4712005	51.91671748	66.11587737	59.61014405	55.05643604	40.43913165	53.75571634	65.39484258
APOC1	137.4829506	257.8754361	132.8389445	474.3990973	125.6581111	138.3836577	156.7295918	3433.895994	115.4202932	191.0890421	8135.02105	194.2752715	198.9426511	267.1351145	322.2502351	146.1034692	105.3476962	304.6148382	140.2441402	145.4658195	977.7893071	105.6739327
HBG2	90.73629892	272.0258349	205.9588373	188.87684	133.6372854	167.853378	302.9524721	17602.84835	168.7926765	110.589894	179.1667696	126.1947194	213.3555875	311.3505462	602.7412344	178.9470402	121.4574123	631.8061352	193.3685079	2523.412024	490.2404382	173.8597177
LMO3	157.3134416	45.69003336	38.65587413	51.19815958	67.48756836	78.97407931	58.25960485	62.0655622	49.10840912	48.72511499	63.16297535	50.54035607	53.23094006	46.32140007	61.47501419	37.99380591	98.44643723	1962.582322	47.37927234	41.23376834	1007.437319	79.17893664
MRC1	30.8139772	32.83552337	45.62328843	25.12506158	19.78663666	128.8064181	69.27631986	54.5886738	13.59885837	26.10353124	9341.874009	19.35010753	99.10942804	1001.283231	36.63243069	27.82763813	41.4917353	1522.159253	133.1355125	68.68143737	936.8956987	17.99969775
KIF11	143.4785286	14.56057118	19.26016938	18.23290283	73.49150103	453.7071164	11.81569702	2061.509667	133.2399627	68.26427434	41.97616614	145.6911406	15.60521946	32.8505866	13.38051358	36.27761716	64.02818781	21.68244364	26.90177064	22.9178181	19.03080558	121.5713005
ALOX5	26.97638944	6281.285925	1313.311101	326.102837	26.71742113	27.36858902	10100.23468	127.632267	18.51447723	29.19570667	2323.247714	25.17236179	6498.371345	3866.90106	6180.256029	38.75094854	17.71860187	385.4262442	27.90859499	2171.67251	224.7784133	22.33896313
DST	33.5417825	23.0099335	22.87977928	18.39548164	17.87841546	25.85271835	32.73831735	31.31871548	26.97638944	2832.091211	30.8139772	22.30003753	22.84948242	42.6533348	24.27591421	19.31713059	28.38655222	15.815828	21.59802858	20.60726596	16.20318732	32.84383292
GAS1	3809.789789	27.21181827	69.5948171	41.3716578	2656.98359	29.20226473	424.3403249	26.11362283	5453.298318	481.8571992	41.03668199	3760.582956	43.11078353	36.2850034	42.79365758	383.4974852	1251.566337	4246.058805	104.4775811	23.54993501	3680.469824	53.66543481
EDNRA	240.6744725	27.76820119	31.84717423	27.78596089	45.93220018	72.75300156	40.88815117	27.39967529	339.4413153	134.4663915	26.65333295	565.0050749	27.16797104	43.10687007	31.0776942	31.02665771	1256.890755	1353.488282	41.32112263	23.90809521	1347.568513	1004.506152
SNCA	45.89829723	75.7428962	113.6876577	77.58631836	43.06162254	2413.947282	98.68214263	5019.818018	595.0165181	283.3155905	611.2049851	50.70734357	717.8684372	501.6229818	208.8101909	107.8986991	53.02435207	516.2596868	821.1925232	7671.905391	404.3817661	56.34210466
TIE1	35.98873078	33.71118437	29.61883846	36.23904192	31.80094881	3787.534542	28.38002101	60.75487573	37.23300692	38.73376723	317.2770011	36.02341966	34.97367815	89.47929315	47.90981186	106.1905486	33.98357508	317.7197582	47.13547507	26.27181846	529.1217323	38.53840114
PTPRZ1	30.14182306	18.51447723	15.6834163	19.55521695	19.80218339	20.8405836	19.9709573	18.38762328	13.83590396	1079.017457	19.58689884	16.81461214	17.03536093	20.54086067	16.33355002	20.16881162	17.48549383	31.3185556	18.41055866	17.67510263	24.42968435	19.51057719
CXCL1	125.241526	51.42253951	52.66514442	62.09726871	301.7226724	1547.373597	24.18087626	58.62683138	48.87911547	451.5963615	51.51515305	128.210468	80.24622091	51.45268321	1658.106869	43.69039512	41.4917353	196.9208602	53.84425945	108.4402041	118.0203266	46.00981854
MMP1	415.247385	19.32058853	18.83255029	19.83777439	86.60014559	18737.94944	18.69339902	19.66437007	11887.70867	5407.671198	20.91757865	665.3221003	20.89925105	18.83372606	21.33277558	22.14966342	54.55865358	21.96106257	29.90549949	1135.781417	19.68650173	13950.70086
CLDN5	80.73534489	316.8847372	259.9979443	347.7754692	153.3829284	3666.949816	356.2570015	536.5594941	139.6695423	167.1064961	248.8495006	161.5720431	249.9036708	272.0258349	305.9357833	206.069802	182.5130392	5743.639918	214.1539129	1183.207585	8561.63269	214.0939673
PPIC	3248.398698	28.44212075	25.66672745	25.42018761	4264.541035	1979.573961	31.86333989	17.97482719	2241.931031	1271.756174	1080.146254	3291.486769	21.39183503	25.14120448	24.58912396	28.49453059	8394.455569	4603.986713	18.93216685	61.46079365	4381.627949	2492.851871
TOX	32.68139753	43.8713468	116.936608	295.4751144	113.8925202	271.272906	27.0462373	18.33431987	257.263618	27.73328375	21.58293123	98.56608491	25.64947015	387.5882433	25.94036715	1055.450178	38.67689667	27.58972085	41.46980777	236.6477472	28.69597523	112.4614885
IRF4	102.6353956	1536.745549	297.8946335	279.6608425	99.87906457	85.89399248	216.2504298	250.9810172	84.25645269	148.447715	177.3060389	101.0536262	354.1610219	1059.141205	204.9788206	252.4552105	109.1379779	166.292723	4459.170464	141.271365	148.0769498	96.86625383
SELL	28.9120518	8135.02105	9703.848594	8647.423808	31.24859448	48.0605575	6951.104522	107.2458698	16.51786863	29.60347835	74.1157885	23.19903777	5518.518226	6411.812805	10473.84463	4811.059327	24.02850752	956.2383189	9452.291818	2477.747729	278.3265064	30.17743711
COX7A1	1611.07674	74.34994983	30.09841895	60.01364627	3271.103502	2089.39477	49.38444012	86.63123289	1788.241268	112.9643651	81.04205054	2417.066458	59.05213256	68.58591205	69.65216443	52.45391563	952.2571827	5743.639918	75.41397792	93.09392078	5574.563005	2843.984242
CD22	61.27925353	2486.515453	126.6799441	159.6118449	75.14495033	95.33075134	48.72666643	145.5923822	83.79837506	64.39471796	342.7153067	59.43073929	121.0605167	161.3670163	145.5694913	66.94662624	78.38477197	59.75585913	81.79191909	346.6386004	66.03273514	104.3390933
DKK1	3780.093917	29.03966507	22.16657759	44.82308651	790.0013228	5070.03025	22.27548214	48.59716315	2507.572077	440.2594655	31.64479902	3261.906478	27.91547355	20.38178885	33.05405329	26.67073244	1943.200493	58.63894254	25.91070334	37.21139307	72.21036578	4222.224817
SERPINB2	343.6412162	32.8505866	34.28177453	36.90781924	26.36051662	35.38600163	103.5782384	31.48940721	560.4432915	9476.59191	24.5966589	87.31614774	392.2255561	24.66400966	53.5933799	22.8534621	62.39148236	41.94955469	23.62843069	25.84223944	36.44178513	76.13005721
VCAN	1662.363255	39.5593675	620.7502194	23.40053176	1067.15687	347.3133932	19.32673529	21.82810504	833.1365885	24.38548794	27.17380918	1659.947219	4344.496617	719.216482	23.46546216	24.91446264	2200.007224	132.6071892	24.81767631	555.0063437	123.8818481	990.3078969
